ID;Case ID;CHAMBER;YEAR;NAME;Area;Outcome;Econ_Ideology_Median;Econ_Ideology_Rapporteur;Legal_Expertise_Median;Legal_Expertise_Rapporteur;Europhilia_Median;Europhilia_rapporteur;Rapporteur_Name;Ease_Doing_Business;Legal_Practice;Gov_Left_Right;Gov_Europhilia;Legal_Tradition;Country
601;tj-398/8;6;2013;Stowarzyszenie Autorów ZAiKS;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
566;tj-398/10;6;2015;fapricela - indústria de sa v european commission;0;commission;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
243;tj-398/07;8;2012;kingdom of spain v european commission;0;plaintiff;4.88112746;4.881127451;6.69999999;6.577941176;7.545454545;7.823529412;Ribeiro (PT);73.3;no;-2.923764706;0.617294118;civil_law;portugal
413;tj-396/10;4;2013; zucchetti rubinetteria spa v european commission;0;plaintiff;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
382;tj-396/08;8;2010; freistaat sachsen and land sachsen-anhalt v european commission;1;plaintiff;5.166666667;5.166666667;6.577941176;6.172527473;6.928571429;6.928571429;Papasavvas (CY);65.58;no;13.59957576;4.338151515;civil_law;cyprus
467;tj-395/04;4;2006; air one spa v commission of the european communities;1;plaintiff;6.444444444;4.909090909;6.542857143;6.072727273;6.727272727;6.727272727;Lindh (SW);82.1;no;23.786;3.398;civil_law;sweden
405;tj-394/08, 408, 453, 454;4;2011; regione autonoma della sardegna sf turistico immobiliare srl timsas srl (t-453/08) and grand hotel abi d’oru spa (t-454/08) v european commission;1;plaintiff;5.272727273;5.272727273;5.854545455;5.854545455;6.454545455;6.454545455;Pelikánová (CZ);70.12;no;4.509831683;4.285861386;socialist;czech republic
554;tj-393/10;6;2015;westfälische drahtindustrie gmbh and others v european commission;0;commission;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
608;tj-392/8;6;2013;AEPI Elliniki Etaireia pros Prostasian tis Pnevmatikis Idioktisias AE;0;commission;4.424242424;4.424242424;6.828571429;6.690909091;7.857142857;7.545454545;Kanninen (FI);81.28;no;18.789624;2.255232;civil_law;finland
333;tj-392/09;3;2012;1. garantovaná a.s.,;0;plaintiff;5.888888889;5.222222222;5.8;8.066666667;8;8.333333333;Gratsias (EL);61.46;no;20.727;0.696;civil_law;greece
559;tj-391/10;6;2015;nedri spanstaal bv v european commission;0;plaintiff;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
490;tj-391/08;7;2012; ellinika nafpigeia ae v european commission;1;plaintiff;5.611111111;5.611111111;6.2;5.466666667;8.25;8.666666667;Wiszniewska-Balecka (PL);69.56;no;4.31;2.586;socialist;poland
503;tj-39/07;1;2011; eni spa v european commission;0;commission;5.611111111;5.848484848;5.871794872;5.871794872;7.428571429;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
284;tj-39/06;3;2011; transcatab spa v european commission;0;plaintiff;4.833333333;4.833333333;6.875;3;7.25;7.25;Cremona (MT);62.8;yes;18.105;2.876;civil_law;malta
555;tj-389/10, 419;6;2015;siderurgica latina martin spa (slm) and ori martin sa v european commission;0;commission;5.178571429;5.178571429;6.875;6.875;6.538461538;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
414;tj-388/03;2;2009;deutsche post ag and dhl international v commission of the european communities;1;commission;5.272727273;5;5.854545455;6.828571429;6.454545455;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
515;tj-388/02;7;2008; kronoply gmbh & co;1;plaintiff;4.787878788;4.787878788;6.668181818;6.668181818;6.2;8.454545455;Moavero Milanesi (IT);66.5;yes;-18.68;0.483;civil_law;italy
376;tj-387/11;5;2013;Nitrogénm?vek Vegyipari Zrt.;1;plaintiff;5.166666667;6.444444444;6.172527473;4.533333333;6.928571429;7.333333333;Vadapalas (LT);74.22;no;6.411588235;0.614254902;socialist;lithuania
551;tj-386/14;6;2016;fih holding a/s and fih erhvervsbank a/s v european commission;1;commission;5.178571429;4.5;6.875;8.032142857;6.538461538;7.625;Collins (IE);80.6;no;2.975185841;1.263522124;common_law;ireland
439;tj-386/10;4;2013; aloys f;0;plaintiff;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
263;tj-386/06;8;2011; pegler ltd v european commission;0;commission;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
231;tj-385/06;8;2011; aalberts industries nv and others v european commission;0;commission;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
228;tj-384/06;8;2011; ibp ltd and international building products france sa v european commission;0;plaintiff;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
248;tj-382/06;8;2011; tomkins plc v european commission;0;commission;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
221;tj-381/06;8;2011; fra;0;plaintiff;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
432;tj-380/10;4;2013; wabco europe and others v european commission;0;commission;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
572;tj-380/08;6;2013; kingdom of the netherlands v european commission;1;plaintiff;5;5;6.828571429;6.828571429;7.833333333;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
480;tj-38/07;1;2011; shell petroleum shell nederland bv and shell nederland chemie bv v european commission;0;plaintiff;5.611111111;5.848484848;5.871794872;5.871794872;7.428571429;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
315;tj-38/05;4;2011; sa v european commission;0;commission;5.888888889;4.833333333;5.8;6.6;6.75;5.5;O'Higgins (IE);80.6;yes;10.41148837;1.246186047;common_law;ireland
161;tj-38/02;5;2005; groupe danone v commission of the european communities;0;commission;5.185185185;4.881127451;6.577941176;6.577941176;6.888888889;7.823529412;Ribeiro (PT);73.3;no;-2.923764706;0.617294118;civil_law;portugal
433;tj-379/10, 381;4;2013;Keramag et al v Commission;0;commission;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
468;tj-379/09;7;2012; italian republic v european commission;1;plaintiff;5.611111111;5.611111111;6.2;5.466666667;8.25;8.666666667;Wiszniewska-Balecka (PL);69.56;no;4.31;2.586;socialist;poland
232;tj-379/06;8;2011; kaimer gmbh & co;0;commission;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
448;tj-378/10;4;2013; masco corp;0;plaintiff;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
227;tj-378/06;8;2011; imi plc and others v european commission;0;plaintiff;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
253;tj-377/06;8;2011; comap sa v european commission;0;plaintiff;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
411;tj-376/10;4;2013; mamoli robinetteria spa v european commission;0;plaintiff;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
202;tj-376/07;5;2009; federal republic of germany v commission of the european communities;1;plaintiff;5.185185185;5;6.2;6.2;8.25;8.25;Prek (SI);66.76;yes;2.449346939;1.827489796;socialist;slovenia
259;tj-376/06;8;2011; legris industries sa v european commission;0;plaintiff;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
435;tj-375/10;4;2013;Hansa Metallwerke AG et al v Commission;0;plaintiff;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
252;tj-375/06;8;2011; viega gmbh & co;0;plaintiff;4.88112746;3.021604938;7.386363636;8.205962556;7.428571429;7.428571429;Wahl (SW);82.1;no;24.173;1.018;civil_law;sweden
592;tj-375/04;6;2009; scheucher-fleisch gmbh and others v commission of the european communities;1;commission;5.75;6.444444444;7.119891989;4.533333333;7.333333333;7.333333333;Vadapalas (LT);74.22;no;6.411588235;0.614254902;socialist;lithuania
290;tj-375/03;3;2007;fachvereinigung mineralfaserindustrie ev deutsche gruppe der eurima - european insulation manufacturers association v commission of the european communities;1;plaintiff;4.833333333;4.836410256;7.566256413;7.566025641;7.842152632;7.923076923;Jaeger (LU);66.74;no;18.79802632;1.047973684;civil_law;luxembourg
440;tj-373/10, 374, 382, 402;4;2013;Villeroy et al v Commission;0;commission;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
274;tj-372/10;2;2012; bolloré v european commission;0;plaintiff;5.848484848;5.848484848;5.871794872;5.871794872;6.538461538;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
369;tj-370/09;5;2012; gdf suez sa v european commission;0;commission;5.166666667;5.166666667;6.172527473;6.172527473;6.928571429;6.928571429;Papasavvas (CY);65.58;no;13.59957576;4.338151515;civil_law;cyprus
66;tj-370/06;6;2012; kuwait petroleum kuwait petroleum international ltd and kuwait petroleum (nederland) bv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
343;tj-37/05;4;2011; world wide tobacco sa v european commission;0;commission;5.888888889;4.833333333;5.8;6.6;6.75;5.5;O'Higgins (IE);80.6;yes;10.41148837;1.246186047;common_law;ireland
342;tj-369/06;4;2009; holland malt bv v commission of the european communities;1;plaintiff;5.888888889;5.888888889;5.8;5.8;7.857142857;8;Czúcz (HU);67.4;no;12.90320202;0.117777778;socialist;hungary
3;tj-369/00;1;2007;Département du Loiret (France) v Commission of the European Communities;1;commission;4.155555556;3.181818182;7.666666667;8.672727273;7.466666667;7.909090909;Cooke (IE);80.6;yes;2.009623529;2.548588235;common_law;ireland
24;tj-369/00;1;2003;département du loiret v commission of the european communities;1;plaintiff;4.155555556;3.181818182;7.666666667;8.672727273;6.727272727;7.909090909;Cooke (IE);80.6;yes;2.009623529;2.548588235;common_law;ireland
142;tj-368/00;2;2003; general motors nederland bv and opel nederland bv v commission of the european communities;0;commission;4.566239316;4.566239316;7.119891989;7.101098901;6.666666667;7.769230769;Meij (NL);73.8;no;9.96528866;2.532268041;civil_law;netherlands
4;tj-366/00;1;2003;scott sa v commission of the european communities;1;plaintiff;4.155555556;3.181818182;7.666666667;8.672727273;6.727272727;7.909090909;Cooke (IE);80.6;yes;2.009623529;2.548588235;common_law;ireland
7;tj-366/00;1;2007;Scott SA v Commission of the European Communities;1;commission;4.155555556;3.181818182;7.666666667;8.672727273;7.466666667;7.909090909;Cooke (IE);80.6;yes;2.009623529;2.548588235;common_law;ireland
346;tj-362/10;9;2014;vtesse networks ltd v european commission;1;plaintiff;5.888888889;6.101851852;5.8;4.077777778;7.833333333;6.777777778;Kancheva (BG);69.76;no;-0.43;1.182;socialist;bulgaria
71;tj-362/06;6;2012; ballast nedam infra bv v european commission;0;commission;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
506;tj-362/05, 363;1;2008;nuova agricast srl and cofra srl v commission of the european communities;1;plaintiff;5.611111111;5.611111111;5.871794872;5.466666667;7.142857143;8.666666667;Wiszniewska-Balecka (PL);69.56;no;4.31;2.586;socialist;poland
77;tj-361/06;6;2012; ballast nedam nv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
397;tj-360/09;5;2012; E.ON;0;commission;5.166666667;5.166666667;6.172527473;6.172527473;6.928571429;6.928571429;Papasavvas (CY);65.58;no;13.59957576;4.338151515;civil_law;cyprus
91;tj-360/06;6;2012; heijmans nv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
281;tj-360/04;3;2007; fg marine sa v commission of the european communities;1;plaintiff;4.833333333;4.836410256;7.566256413;7.566025641;7.842152632;7.923076923;Jaeger (LU);66.74;no;18.79802632;1.047973684;civil_law;luxembourg
246;tj-36/99;5;2004; lenzing ag v commission of the european communities;1;commission;4.88112746;3.181818182;6.727272727;8.672727273;7.466666667;7.909090909;Cooke (IE);80.6;yes;2.009623529;2.548588235;common_law;ireland
358;tj-36/06;4;2010; bundesverband deutscher banken ev v european commission;1;plaintiff;6.333333333;5.888888889;4.7;5.8;7.333333333;8;Czúcz (HU);67.4;no;12.90320202;0.117777778;socialist;hungary
135;tj-36/05;2;2007; coats holdings ltd and j & p coats ltd v commission of the european communities;0;commission;4.833333333;4.833333333;6.866666667;6.866666667;6.666666667;6.666666667;Pirrung  (DE);79.34;no;-23.34488856;5.073516129;civil_law;germany
85;tj-359/06;6;2012; heijmans infrastructuur bv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
210;tj-359/04;5;2010; british aggregates association and others v european commission;1;commission;5.185185185;6.166666667;6.2;3.8;8.25;9.5;Ciuca (RO);66.88;no;-4.406567164;3.064328358;socialist;romania
95;tj-357/06;6;2012; koninklijke wegenbouw stevin bv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
170;tj-357/02;5;2007; freistaat sachsen v commission of the european communities;1;commission;5.185185185;4.881127451;5.871794872;6.577941176;6.538461538;7.823529412;Ribeiro (PT);73.3;no;-2.923764706;0.617294118;civil_law;portugal
557;tj-357/02;5;2011;Freistaat Sachsen (Germany) v Commission;1;plaintiff;5.178571429;6.333333333;5.8;4.7;6.75;6.75;Labucka (LV);76.58;no;-1.521333333;2.214333333;socialist;latvia
81;tj-356/06;6;2012; koninklijke volker wessels stevin nv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
233;tj-355/13;2;2015;easyjet airline co;0;plaintiff;4.88112746;5.314814815;7.3;7.847222222;6.5;6.444444444;Gervasoni (IT);66.5;no;32.49559223;2.850669903;civil_law;italy
96;tj-355/06;6;2012; koninklijke bam groep nv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
128;tj-354/99;2;2006; kuwait petroleum (nederland) bv v commission of the european communities;1;plaintiff;4.833333333;3.318390805;6.866666667;7.859770115;6.666666667;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
84;tj-354/06;6;2012; bam nbm wegenbouw bv and hbg civiel bv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
185;tj-354/05;5;2009; télévision française 1 sa (tf1) v commission of the european communities;1;plaintiff;5.185185185;5.185185185;6.2;6.711111111;8.25;6.888888889;Vilaras (EL);61.46;no;13.795;4.592;civil_law;greece
89;tj-353/06;6;2012; vermeer infrastructuur bv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
330;tj-352/09;3;2012; novácke chemické závody a;0;plaintiff;5.888888889;5.222222222;5.8;8.066666667;8;8.333333333;Gratsias (EL);61.46;no;20.727;0.696;civil_law;greece
79;tj-352/06;6;2012; dura vermeer infra bv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
61;tj-351/06;6;2012; dura vermeer groep nv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
479;tj-351/03;4;2007; schneider electric sa v commission of the european communities;0;commission;5.611111111;6.404761905;6.542857143;6.542857143;7.428571429;5.857142857;Legal  (FR);70.68;no;15.90978351;9.720350515;civil_law;france
37;tj-351/02;1;2006; deutsche bahn ag v commission of the european communities;1;plaintiff;4.155555556;3.181818182;7.933333333;8.672727273;7.466666667;7.909090909;Cooke (IE);80.6;yes;2.009623529;2.548588235;common_law;ireland
417;tj-349/08;2;2011; Uralita, sa v european commission;0;plaintiff;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
72;tj-349/03;3;2005; corsica ferries france sas v commission of the european communities;1;commission;4.836412564;4.836410256;6.571428571;7.566025641;7.923769238;7.923076923;Jaeger (LU);66.74;no;18.79802632;1.047973684;civil_law;luxembourg
416;tj-348/08;2;2011; aragonesas industrias y sau v european commission;0;commission;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
69;tj-348/06;6;2012; total nederland nv v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
62;tj-348/04;3;2008; société internationale de diffusion et d'édition sa (side) v commission of the european communities;1;commission;4.836412564;4.428571429;6.571428571;6.571428571;7.5;7.142857143;Tiili (FI);81.28;no;1.831150943;4.51504717;civil_law;finland
134;tj-348/03;2;2007; koninklijke friesland foods nv v commission of the european communities;1;commission;4.833333333;4.566239316;6.866666667;7.101098901;6.666666667;7.769230769;Meij (NL);73.8;no;9.96528866;2.532268041;civil_law;netherlands
386;tj-347/09;5;2013;Bundesrepublik Deutschland;1;plaintiff;5.166666667;4.833333333;6.172527473;6.6;6.928571429;5.5;O'Higgins (IE);80.6;yes;10.41148837;1.246186047;common_law;ireland
63;tj-347/06;6;2012; nynäs petroleum ab and nynas belgium ab v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
266;tj-346/12;2;2015;hungary v european commission;1;plaintiff;4.88112746;4.5;7.3;7.3;6.5;6.5;Madise (EE);78.06;no;-3.198607143;0.77725;socialist;estonia
363;tj-345/12;3;2015; akzo nobel nv and others v european commission;0;plaintiff;5.166666667;3.318390805;6.172527473;7.859770115;6.2;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
438;tj-344/08;4;2012; enbw energie baden-württemberg ag v european commission;0;commission;5.272727273;5.272727273;5.854545455;5.854545455;6.454545455;6.454545455;Pelikánová (CZ);70.12;no;4.509831683;4.285861386;socialist;czech republic
70;tj-344/06;6;2012; total sa v european commission;0;plaintiff;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
293;tj-344/04;3;2007; denis bouychou v commission of the european communities;1;plaintiff;4.833333333;4.836410256;7.566256413;7.566025641;7.842152632;7.923076923;Jaeger (LU);66.74;no;18.79802632;1.047973684;civil_law;luxembourg
420;tj-343/08;2;2011; arkema france v european commission;0;plaintiff;5.272727273;5.333333333;5.854545455;4.244444444;6.454545455;5.555555556;Jürimäe (EE);78.06;no;-1.592066667;3.5989;socialist;estonia
78;tj-343/06;6;2012; shell petroleum the shell transport and trading company ltd and shell nederland verkoopmaatschappij bv v european commission;0;commission;4.836412564;5;7.566256413;6.828571429;7.857142857;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
8;tj-342/99;1;2002; airtours plc v commission of the european communities;0;commission;4.155555556;4.155555556;7.666666667;7.006666667;6.888888889;7.466666667;García-Valdecasas y Fernández (ES);69.22;yes;11.648;5.064;civil_law;spain
316;tj-342/11;3;2014; confederación española de empresarios de estaciones de servicio (ceees) and asociación de gestores de estaciones de servicio v european commission;0;plaintiff;5.888888889;5.888888889;5.8;5.8;8;8;Czúcz (HU);67.4;no;12.90320202;0.117777778;socialist;hungary
295;tj-342/07;3;2010;ryanair holdings plc v european commission;0;plaintiff;4.833333333;5.178571429;6.875;6.875;7.25;6;Frimodt Nielsen (DK);83.96;no;-0.735828571;0.293914286;civil_law;denmark
15;tj-342/00;5;2003; petrolessence sa and société de gestion de restauration routière sa (sg2r) v commission of the european communities;0;plaintiff;4.155555556;3.181818182;7.666666667;8.672727273;7.466666667;7.909090909;Cooke (IE);80.6;yes;2.009623529;2.548588235;common_law;ireland
364;tj-341/12;3;2015;evonik degussa gmbh v european commission;0;plaintiff;5.166666667;3.318390805;6.172527473;7.859770115;6.2;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
470;tj-340/04;4;2007; france télécom sa v commission of the european communities;0;plaintiff;5.611111111;5.611111111;6.542857143;5.466666667;8.454545455;8.666666667;Wiszniewska-Balecka (PL);69.56;no;4.31;2.586;socialist;poland
174;tj-340/03;5;2007; france télécom sa v commission of the european communities;0;plaintiff;5.185185185;5.848484848;5.871794872;5.871794872;6.538461538;6.538461538;Dehousse (BE);70;no;16.97852577;2.363010309;civil_law;belgium
11;tj-34/02;1;2006; eurl le levant 001 and others v commission of the european communities;1;commission;4.155555556;4.155555556;7.933333333;7.006666667;7.466666667;7.466666667;García-Valdecasas y Fernández (ES);69.22;yes;11.648;5.064;civil_law;spain
476;tj-339/04;4;2007; france télécom sa v commission of the european communities;0;plaintiff;5.611111111;5.611111111;6.542857143;5.466666667;8.454545455;8.666666667;Wiszniewska-Balecka (PL);69.56;no;4.31;2.586;socialist;poland
211;tj-336/07;8;2012;Telefónica, SA v Commission;0;plaintiff;4.88112746;4.881127451;6.69999999;6.577941176;7.545454545;7.823529412;Ribeiro (PT);73.3;no;-2.923764706;0.617294118;civil_law;portugal
201;tj-335/08;5;2010;bnp paribas and banca nazionale del lavoro spa (bnl) v european commission;1;plaintiff;5.185185185;5.185185185;6.2;6.711111111;8.25;6.888888889;Vilaras (EL);61.46;no;13.795;4.592;civil_law;greece
332;tj-332/09;3;2012; electrabel v european commission;0;plaintiff;5.888888889;5.888888889;5.8;5.8;8;8;Czúcz (HU);67.4;no;12.90320202;0.117777778;socialist;hungary
497;tj-332/06;1;2009; alcoa trasformazioni srl v commission of the european communities;1;plaintiff;5.611111111;4.428571429;5.871794872;6.571428571;7.142857143;7.142857143;Tiili (FI);81.28;no;1.831150943;4.51504717;civil_law;finland
80;tj-330/01;3;2006; akzo nobel nv v commission of the european communities;0;plaintiff;4.836412564;4.493177388;7.566256413;7.810526316;7.842152632;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
354;tj-33/05;4;2011; compañía española de tabaco en sa (cetarsa) v european commission;0;commission;5.888888889;4.833333333;5.8;6.6;6.75;5.5;O'Higgins (IE);80.6;yes;10.41148837;1.246186047;common_law;ireland
30;tj-33/02;5;2005;britannia alloys & chemicals ltd v commission of the european communities;0;plaintiff;4.155555556;3.181818182;7.666666667;8.672727273;7.466666667;7.909090909;Cooke (IE);80.6;yes;2.009623529;2.548588235;common_law;ireland
98;tj-329/01;3;2006; archer daniels midland co;0;plaintiff;4.836412564;4.493177388;7.566256413;7.810526316;7.842152632;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
613;tj-328/09;6;2012; producteurs de légumes de france v european commission;1;plaintiff;4.424242424;5;6.828571429;6.828571429;7.545454545;7.857142857;Soldevila Fragoso (ES);69.22;no;12.391;2.46;civil_law;spain
475;tj-328/03;4;2006; o2 (germany) gmbh & co;0;commission;5.611111111;6.404761905;6.542857143;6.542857143;8;5.857142857;Legal  (FR);70.68;no;15.90978351;9.720350515;civil_law;france
573;tj-325/10;8;2013;Iliad et al v Commission;1;plaintiff;5.75;5.75;6.577941176;7.7;6.777777778;6;Truchot (FR);70.68;no;11.987;4.627;civil_law;france
31;tj-325/01;5;2005; daimlerchrysler ag v commission of the european communities;0;commission;4.155555556;3.181818182;7.666666667;8.672727273;7.466666667;7.909090909;Cooke (IE);80.6;yes;2.009623529;2.548588235;common_law;ireland
56;tj-324/00;3;2005; cda datenträger albrechts gmbh v commission of the european communities;1;commission;4.493177388;4.493177388;7.666666667;7.810526316;7.842152632;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
45;tj-323/99;5;2002; industrie navali meccaniche affini spa (inma) and italia investimenti spa (itainvest) v commission of the european communities;1;commission;4.155555556;4.909090909;7.666666667;6.072727273;6.888888889;6.727272727;Lindh (SW);82.1;no;23.786;3.398;civil_law;sweden
88;tj-322/01;3;2006; roquette frères sa v commission of the european communities;0;commission;4.836412564;4.493177388;7.566256413;7.810526316;7.842152632;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
570;tj-321/05;6;2010; astrazeneca ab and astrazeneca plc v european commission;0;commission;5.178571429;4.566239316;7.119891989;7.101098901;7.333333333;7.769230769;Meij (NL);73.8;no;9.96528866;2.532268041;civil_law;netherlands
443;tj-320/07;4;2011; daphne glen jones and fforch-y-garon coal co;0;plaintiff;5.272727273;3.472222222;5.854545455;8.613333333;6.454545455;8.166666667;Van der Woude (NL);73.8;yes;-10.76785106;2.530276596;civil_law;netherlands
337;tj-319/11;3;2014;abn amro group nv v european commission;0;plaintiff;5.888888889;5.888888889;5.8;5.8;8;8;Czúcz (HU);67.4;no;12.90320202;0.117777778;socialist;hungary
54;tj-318/00;3;2005; freistaat thüringen (germany) v commission of the european communities;1;commission;4.493177388;4.493177388;7.666666667;7.810526316;7.842152632;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
93;tj-314/01;3;2006; coöperatieve verkoop- en productievereniging van aardappelmeel en derivaten avebe ba v commission of the european communities;0;plaintiff;4.836412564;4.493177388;7.566256413;7.810526316;7.842152632;7.842105263;Azizi (AT);76.12;no;-10.65414013;0;civil_law;austria
168;tj-313/02;4;2004; david meca-medina and igor majcen v commission of the european communities;0;plaintiff;5.185185185;5.185185185;6.571428571;6.711111111;6.888888889;6.888888889;Vilaras (EL);61.46;no;13.795;4.592;civil_law;greece
48;tj-310/01;1;2002; schneider electric sa v commission of the european communities;0;commission;3.521984551;6.404761905;7.859771149;6.542857143;6.2;5.857142857;Legal  (FR);70.68;no;15.90978351;9.720350515;civil_law;france
144;tj-310/00;2;2004;MCI, inc v Commission of the European Communities;0;commission;4.566239316;3.318390805;7.119891989;7.859770115;6.666666667;6.2;Forwood (UK);83.76;yes;-8.072;3.012;common_law;UK
